Ano Fato,Data Fato,Data_Hora Fato,Dia da Semana Fato,Latitude,Longitude,Tentado/Consumado Nat Principal,Desc Longa Subgrupo Complemento Nat,Causa Presumida
2014,10/15/2014,15/10/2014 10:10:00,QUARTA-FEIRA,-19.64816860,-43.21723310,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,10/17/2014,17/10/2014 13:20:00,SEXTA-FEIRA,-19.62440680,-43.22241590,TENTADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/19/2014,19/10/2014 15:50:00,DOMINGO,-19.68388880,-43.22563310,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2014,10/20/2014,20/10/2014 22:39:00,SEGUNDA-FEIRA,-19.62333540,-43.22661160,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,OUTRAS MOTIVACOES/CAUSAS 
2014,10/21/2014,21/10/2014 12:00:00,TERÇA-FEIRA,-19.66028370,-43.21307370,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,10/22/2014,22/10/2014 07:00:00,QUARTA-FEIRA,-19.63032390,-43.50940570,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,OUTRAS MOTIVACOES/CAUSAS 
2014,10/22/2014,22/10/2014 15:00:00,QUARTA-FEIRA,-19.63910170,-43.23595030,CONSUMADO,BENS / VALORES DE TRANSEUNTE,IGNORADO
2014,10/27/2014,27/10/2014 19:00:00,SEGUNDA-FEIRA,-19.63344270,-43.22477080,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,10/29/2014,29/10/2014 16:15:00,QUARTA-FEIRA,-19.66028370,-43.21307370,CONSUMADO,BENS / VALORES DE MOTORISTA / PASSAGEIRO DE VEICULO PARTICULAR,VANTAGEM ECONOMICA
2014,10/29/2014,29/10/2014 22:20:00,QUARTA-FEIRA,-19.63871360,-43.23315140,CONSUMADO,VEICULO OU EMBARCACAO (ESPECIFICAR NA ABA VEICULOS),OUTRAS MOTIVACOES/CAUSAS 
2014,10/31/2014,31/10/2014 12:45:00,SEXTA-FEIRA,-19.62487410,-43.20722960,CONSUMADO,BENS / VALORES DE TRANSEUNTE,VANTAGEM ECONOMICA
2014,10/31/2014,31/10/2014 15:10:00,SEXTA-FEIRA,-19.59121890,-43.19601970,CONSUMADO,BENS/VALORES DE PROPRIETARIO/FUNCIONARIO DE ESTABELECIMENTO,VANTAGEM ECONOMICA
2014,11/3/2014,03/11/2014 13:45:00,SEGUNDA-FEIRA,-19.59049880,-43.19407380,CONSUMADO,BENS / VALORES DE ESTABELECIMENTO /PESSOA JURIDICA,OUTRAS MOTIVACOES/CAUSAS 
